time,open,high,low,close
1727416800,12.3166174,12.3166174,11.7082865,11.833286
1727676000,11.9082857,12.666616,11.3416213,12.416617
1727762400,12.0416185,12.2749509,11.499954,12.0166186
1727848800,12.0166186,13.2166138,11.6416201,13.2166138
1727935200,13.2166138,14.16661,12.7916155,13.6249455
1728021600,13.166614,13.4916127,12.8249487,13.2166138
1728280800,13.2166138,13.2166138,12.6916159,12.8249487
1728367200,12.749949,13.0749477,12.3082841,12.9666148
1728453600,12.8082821,13.2832802,12.5082833,12.666616
1728540000,12.49995,12.8166154,12.166618,12.2582843
1728626400,12.1999512,12.2582843,11.833286,11.8916191
1728885600,11.8916191,13.0749477,11.8499526,12.5749497
1728972000,12.5749497,13.3082801,12.333284,12.5666164
1729058400,12.5749497,12.7416157,12.1582847,12.3832838
1729144800,12.3832838,13.0499478,12.166618,12.583283
1729231200,12.6082829,13.2916135,12.5249499,12.8749485
1729490400,12.7999488,12.9749481,12.2749509,12.3499506
1729576800,12.4082837,12.4666168,12.0749517,12.2916175
1729663200,12.2832842,13.3166134,12.083285,12.5416165
1729749600,12.6582827,12.8082821,12.4249503,12.5082833
1729836000,12.4916167,12.5499498,12.2332844,12.333284
1730095200,12.333284,12.7999488,12.2832842,12.333284
1730268000,12.3416173,12.5666164,12.2582843,12.3166174
1730354400,12.3249507,12.4499502,12.166618,12.2249511
1730440800,12.2249511,12.6582827,12.1416181,12.2999508
1730700000,12.2999508,12.3999504,11.6999532,11.7249531
1730786400,11.7249531,11.8416193,11.166622,11.3582879
1730872800,11.3416213,11.4082877,10.8749565,10.9416229
1730959200,10.9416229,11.0332892,10.4499582,10.583291
1731045600,10.5916243,10.8749565,10.5166246,10.7999568
1731304800,10.8499566,11.1332888,10.7666236,10.9332896
1731391200,10.4832914,10.666624,10.166626,10.1999592
1731477600,10.333292,11.0416225,10.3249587,10.3832918
1731564000,10.499958,10.5749577,10.1832926,10.2082925
1731650400,10.2416257,10.749957,10.2082925,10.416625
1731909600,10.499958,10.6166242,10.3249587,10.3666252
1731996000,10.416625,10.7832902,10.249959,10.4082917
1732082400,10.4666248,10.499958,10.1166262,10.1332928
1732168800,10.2166258,10.2749589,9.7332944,9.9416269
1732255200,10.008293,10.73329,9.99996,10.349959
1732514400,10.399958,10.658291,10.158293,10.383292
1732600800,10.3832918,10.7166238,10.2749589,10.6416241
1732687200,10.74,11.7,10.74,11.7
1732773600,12.11,12.87,12.11,12.87
1732860000,13.8,13.99,12.9,13.08
1733119200,13.08,14.38,13.08,14.38
1733205600,15.09,15.81,15.09,15.81
1733292000,16.2,17.19,14.24,15.1
1733378400,15.1,15.95,14.49,14.9
1733464800,14.97,15.1,14.25,14.64
1733724000,14.7,14.78,14.19,14.3
1733810400,14.29,14.54,13.7,13.73
1733896800,13.69,14.2,13.35,13.54
1733983200,13.54,13.87,13.4,13.63
1734069600,13.63,13.63,13.21,13.42
1734328800,13.42,13.77,13.25,13.34
1734415200,13.4,13.75,12.96,13.13
1734501600,13.13,13.43,12.88,13.06
1734588000,12.98,13,12.68,12.71
1734674400,12.71,13.65,12.43,13.33
1734933600,13.5,14.09,13.06,13.45
1735020000,13.56,13.68,13.05,13.11
1735106400,13.16,13.21,12.82,12.82
1735192800,12.84,12.98,12.56,12.7
1735279200,12.63,12.8,12.51,12.52
1735538400,12.5,13.33,12.5,12.74
1735624800,12.64,13.52,12.6,13.25
1735797600,13.25,13.61,13.1,13.14
1735884000,13.14,13.24,12.91,12.97
1736143200,12.97,13.49,12.94,13.36
1736229600,13.37,13.95,13.26,13.42
1736316000,13.45,14.46,13.29,13.81
1736402400,14.16,14.25,13.68,13.87
1736488800,13.82,14.02,13.48,13.57
1736748000,13.57,13.68,13.1,13.14
1736834400,13.13,13.25,12.8,12.81
1736920800,12.89,13.11,12.63,12.78
1737007200,12.77,12.84,12.49,12.52
